id,activity_id,name
"3,193,062",MDC1.C4.CS1060,Downspouts & Gutters
"3,193,061",MDC1.C4.CS1050,Roof Panels Installation
"3,191,676",A1170,Phase 1A - Funding Release
"3,193,128",MDC1.C1.C3090,Early Topout
"3,193,130",MDC1.C1.C3120,Datahall Finishes- Ceiling Grid
"3,193,162",MDC1.C1.C3370,Mechanical Corridor Finishes
"3,193,158",MDC1.C1.C3110,Frame & Top out
"3,193,215",MDC1.C1.C3050,Exterior Equipment Pads - Electrical
"3,193,225",MDC1.C1.C3060,Exterior Equipment Pads - Mechanical
"3,193,216",MDC1.C1.C3080,Set Exterior Electrical OFCI Equipment - GEN
"3,193,227",MDC1.C1.C3130,Set Exterior Mechanical OFCI Equipment (FC)
"3,193,126",MDC1.C1.C3010,Frame wall & MEPFP In wall roughin
"3,193,127",MDC1.C1.C3070,Overhead MEPFP Rough-In
"3,193,159",MDC1.C1.C3200,OverHead MEPFP Rough-In
"3,193,160",MDC1.C1.C3270,Electrical surface mounted Rough-in Above AHU
"3,193,303",MDC1.C1.C3280,VFD'S Installation & Wiring
"3,193,212",MDC1.C1.C3000,Electrical Underground Rough-In
"3,193,218",MDC1.C1.C3250,Steel Support for OH Conductors & Cable Tray Installation
"3,193,222",MDC1.C1.C3410,Generator & Utility Power Pull
"3,193,221",MDC1.C1.C3390,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,364",MDC1.C1.C3470,Pull/term/Test PDU to Power bus
"3,193,226",MDC1.C1.C3100,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,230",MDC1.C1.C3150,Mechanical Equipment Piping Connections
"3,193,224",MDC1.C1.C3030,Mechanical/Plumbing Underground Rough-In
"3,193,233",MDC1.C1.C3180,Fire Alarm Installation
"3,193,234",MDC1.C1.C3450,Controls Installation
"3,193,304",MDC1.C1.C3420,Ligthing Installation
"3,193,306",MDC1.C1.C3290,AHU/DOAS Equipment Setting
"3,193,307",MDC1.C1.C3340,Hydronic Piping Installation
"3,193,309",MDC1.C1.C3430,Floor Drain System Installation
"3,194,814",MDC1.C1.C3440,Toilet Piping Installation / DW
"3,193,312",MDC1.C1.C3230,Controls Installation
"3,194,688",MDC1.C1.C3160,Fire Riser Installation
"3,193,311",MDC1.C1.C3170,Fire Alarm System
"3,193,361",MDC1.C1.C3240,PDU's Installation
"3,193,359",MDC1.C1.C3190,Cable Tray  Installation
"3,193,362",MDC1.C1.C3360,Pull / Term / Test Conductors ( MER to PDU)
"3,193,367",MDC1.C1.C3330,EPMS Pull Wire / Term / Test
"3,193,368",MDC1.C1.C3380,BMS Pull Wire / Term / Test
"3,193,363",MDC1.C1.C3400,Light Fixtures Installation
"3,193,372",MDC1.C1.C3310,Controls Installation
"3,193,373",MDC1.C1.C3320,Fire Alarm System
"3,194,300",MDC1.C1.Cx2070,Network Startup
"3,194,301",MDC1.C1.Cx2150,EPMS Checkout / Point to Point
"3,194,299",MDC1.C1.Cx2030,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,219",MDC1.C1.C3300,Assemble MER & Complete Shipping Split (SE)
"3,193,135",MDC1.C1.C2100,Early Topout
"3,193,137",MDC1.C1.C2130,Datahall Finishes- Ceiling Grid
"3,193,171",MDC1.C1.C2290,Mechanical Corridor Finishes
"3,193,167",MDC1.C1.C2110,Frame & Top out
"3,193,242",MDC1.C1.C2050,Exterior Equipment Pads - Electrical
"3,193,252",MDC1.C1.C2060,Exterior Equipment Pads - Mechanical
"3,193,243",MDC1.C1.C2090,Set Exterior Electrical OFCI Equipment - GEN
"3,193,254",MDC1.C1.C2120,Set Exterior Mechanical OFCI Equipment (FC)
"3,193,133",MDC1.C1.C2030,Frame wall & MEPFP In wall roughin
"3,193,134",MDC1.C1.C2080,Overhead MEPFP Rough-In
"3,193,168",MDC1.C1.C2160,OverHead MEPFP Rough-In
"3,193,169",MDC1.C1.C2190,Electrical surface mounted Rough-in Above AHU
"3,193,315",MDC1.C1.C2200,VFD'S Installation & Wiring
"3,193,239",MDC1.C1.C2000,Electrical Underground Rough-In
"3,193,245",MDC1.C1.C2280,Steel Support for OH Conductors & Cable Tray Installation
"3,193,249",MDC1.C1.C2430,Generator & Utility Power Test-Term
"3,193,248",MDC1.C1.C2420,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,382",MDC1.C1.C2460,Pull/term/Test PDU to Power bus
"3,193,253",MDC1.C1.C2070,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,257",MDC1.C1.C2140,Mechanical Equipment Piping Connections
"3,193,251",MDC1.C1.C2020,Mechanical/Plumbing Underground Rough-In
"3,193,260",MDC1.C1.C2410,Fire Alarm Installation
"3,193,261",MDC1.C1.C2450,Controls Installation
"3,193,316",MDC1.C1.C2470,Ligthing Installation
"3,193,318",MDC1.C1.C2210,AHU/DOAS Equipment Setting
"3,193,319",MDC1.C1.C2260,Hydronic Piping Installation
"3,193,321",MDC1.C1.C2350,Floor Drain System Installation
"3,194,813",MDC1.C1.C2360,Toilet Piping Installation / DW
"3,193,324",MDC1.C1.C2300,Controls Installation
"3,194,687",MDC1.C1.C2170,Fire Riser Installation
"3,193,323",MDC1.C1.C2220,Fire Alarm System
"3,193,379",MDC1.C1.C2250,PDU's Installation
"3,193,377",MDC1.C1.C2180,Cable Tray  Installation
"3,193,380",MDC1.C1.C2380,Pull / Term / Test Conductors ( MER to PDU)
"3,193,385",MDC1.C1.C2310,EPMS Pull Wire / Term / Test
"3,193,386",MDC1.C1.C2370,BMS Pull Wire / Term / Test
"3,193,381",MDC1.C1.C2400,Light Fixtures Installation
"3,193,390",MDC1.C1.C2320,Controls Installation
"3,193,391",MDC1.C1.C2330,Fire Alarm System
"3,194,312",MDC1.C1.Cx2040,Network Startup
"3,194,313",MDC1.C1.Cx2090,EPMS Checkout / Point to Point
"3,194,311",MDC1.C1.Cx2010,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,246",MDC1.C1.C2340,Assemble MER & Complete Shipping Split (SE)
"3,193,142",MDC1.C1.C4100,Early Topout
"3,193,144",MDC1.C1.C4130,Datahall Finishes- Ceiling Grid
"3,193,180",MDC1.C1.C4350,Mechanical Corridor Finishes
"3,193,176",MDC1.C1.C4110,Frame & Top out
"3,193,268",MDC1.C1.C4050,Exterior Equipment Pads - Electrical
"3,193,278",MDC1.C1.C4060,Exterior Equipment Pads - Mechanical
"3,193,269",MDC1.C1.C4090,Set Exterior Electrical OFCI Equipment - GEN
"3,193,280",MDC1.C1.C4120,Set Exterior Mechanical OFCI Equipment (FC)
"3,193,140",MDC1.C1.C4010,Frame wall & MEPFP In wall roughin
"3,193,141",MDC1.C1.C4070,Overhead MEPFP Rough-In
"3,193,177",MDC1.C1.C4190,OverHead MEPFP Rough-In
"3,193,178",MDC1.C1.C4230,Electrical surface mounted Rough-in Above AHU
"3,193,327",MDC1.C1.C4240,VFD'S Installation & Wiring
"3,193,265",MDC1.C1.C4000,Electrical Underground Rough-In
"3,193,271",MDC1.C1.C4280,Steel Support for OH Conductors & Cable Tray Installation
"3,193,275",MDC1.C1.C4440,Generator & Utility Power Test-Term
"3,193,274",MDC1.C1.C4410,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,400",MDC1.C1.C4470,Pull/term/Test PDU to Power bus
"3,193,279",MDC1.C1.C4080,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,283",MDC1.C1.C4150,Mechanical Equipment Piping Connections
"3,193,277",MDC1.C1.C4030,Mechanical/Plumbing Underground Rough-In
"3,193,286",MDC1.C1.C4170,Fire Alarm Installation
"3,193,287",MDC1.C1.C4450,Controls Installation
"3,193,328",MDC1.C1.C4480,Ligthing Installation
"3,193,330",MDC1.C1.C4250,AHU/DOAS Equipment Setting
"3,193,331",MDC1.C1.C4320,Hydronic Piping Installation
"3,193,333",MDC1.C1.C4420,Floor Drain System Installation
"3,194,815",MDC1.C1.C4430,Toilet Piping Installation / DW
"3,193,336",MDC1.C1.C4290,Controls Installation
"3,194,689",MDC1.C1.C4160,Fire Riser Installation
"3,193,335",MDC1.C1.C4200,Fire Alarm System
"3,193,397",MDC1.C1.C4220,PDU's Installation
"3,193,395",MDC1.C1.C4180,Cable Tray  Installation
"3,193,398",MDC1.C1.C4360,Pull / Term / Test Conductors ( MER to PDU)
"3,193,403",MDC1.C1.C4330,EPMS Pull Wire / Term / Test
"3,193,404",MDC1.C1.C4380,BMS Pull Wire / Term / Test
"3,193,399",MDC1.C1.C4390,Light Fixtures Installation
"3,193,408",MDC1.C1.C4300,Controls Installation
"3,193,409",MDC1.C1.C4310,Fire Alarm System
"3,194,324",MDC1.C1.Cx2100,Network Startup
"3,194,327",MDC1.C1.Cx2190,EPMS Checkout / Point to Point
"3,194,323",MDC1.C1.Cx2050,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,194,337",MDC1.C1.Cx3040,Level 3 Cx - ADMIN AND COLO1
"3,194,336",MDC1.C1.Cx3030,Load Bank & IR Scan
"3,193,272",MDC1.C1.C4340,Assemble MER & Complete Shipping Split (SE)
"3,194,340",MDC1.C1.Cx4000,COLO 1 Level 4 & Level 5 IST
"3,191,685",MDC1-1383,Lead Time for PEMB
"3,193,417",MDC1.C2.C1110,Hang drywall / Mud / Tape
"3,193,419",MDC1.C2.C1140,Datahall Finishes - Ceiling Grid
"3,193,448",MDC1.C2.C1310,Mechanical Corridor Finishes
"3,193,444",MDC1.C2.C1100,Frame & Top out
"3,193,480",MDC1.C2.C1040,Exterior Equipment Pads - Electrical
"3,193,490",MDC1.C2.C1060,Exterior Equipment Pads - Mechanical
"3,193,481",MDC1.C2.C1080,Set Exterior Electrical OFCI Equipment - GEN
"3,193,492",MDC1.C2.C1120,Set Exterior Mechanical OFCI Equipment (FC)
"3,193,415",MDC1.C2.C1050,Frame wall & MEPFP In wall roughin
"3,193,416",MDC1.C2.C1090,Overhead MEPFP Rough-In
"3,193,445",MDC1.C2.C1160,OverHead MEPFP Rough-In
"3,193,446",MDC1.C2.C1200,Electrical surface mounted Rough-in Above AHU
"3,193,575",MDC1.C2.C1150,VFD'S Installation & Wiring
"3,193,477",MDC1.C2.C1010,Electrical Underground Rough-In
"3,193,483",MDC1.C2.C1290,Steel Support for OH Conductors & Cable Tray Installation
"3,193,486",MDC1.C2.C1410,Generator & Utility Power Test-Term
"3,193,487",MDC1.C2.C1430,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,635",MDC1.C2.C1460,Pull/term/Test PDU to Power bus
"3,193,491",MDC1.C2.C1070,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,494",MDC1.C2.C1130,Mechanical Equipment Piping Connections
"3,193,489",MDC1.C2.C1000,Mechanical/Plumbing Underground Rough-In
"3,193,498",MDC1.C2.C1190,Fire Alarm Installation
"3,193,499",MDC1.C2.C1450,Controls Installation
"3,193,576",MDC1.C2.C1350,Ligthing Installation
"3,193,578",MDC1.C2.C1210,AHU/DOAS Equipment Setting
"3,193,579",MDC1.C2.C1260,Hydronic Piping Installation
"3,193,581",MDC1.C2.C1360,Floor Drain System Installation
"3,193,582",MDC1.C2.C1370,Toilet Piping Installation / DW
"3,193,586",MDC1.C2.C1320,Controls Installation
"3,193,584",MDC1.C2.C1170,Fire Riser Installation
"3,193,585",MDC1.C2.C1220,Fire Alarm System
"3,193,632",MDC1.C2.C1300,PDU's Installation
"3,193,630",MDC1.C2.C1230,Cable Tray  Installation
"3,193,633",MDC1.C2.C1390,Pull / Term / Test Conductors ( MER to PDU)
"3,193,637",MDC1.C2.C1280,EPMS Pull Wire / Term / Test
"3,193,638",MDC1.C2.C1340,BMS Pull Wire / Term / Test
"3,193,634",MDC1.C2.C1420,Light Fixtures Installation
"3,193,642",MDC1.C2.C1400,Controls Installation
"3,193,641",MDC1.C2.C1240,Fire Alarm System
"3,194,356",MDC1.C2.Cx2040,Network Startup
"3,194,357",MDC1.C2.Cx2090,EPMS Checkout / Point to Point
"3,194,355",MDC1.C2.Cx2010,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,484",MDC1.C2.C1330,Assemble MER & Complete Shipping Split (SE)
"3,193,424",MDC1.C2.C3110,Hang drywall / Mud / Tape
"3,193,426",MDC1.C2.C3130,Datahall Finishes - Ceiling Grid
"3,193,456",MDC1.C2.C3350,Mechanical Corridor Finishes
"3,193,452",MDC1.C2.C3100,Frame & Top out
"3,193,506",MDC1.C2.C3050,Exterior Equipment Pads - Electrical
"3,193,516",MDC1.C2.C3060,Exterior Equipment Pads - Mechanical
"3,193,507",MDC1.C2.C3080,Set Exterior Electrical OFCI Equipment - GEN
"3,193,518",MDC1.C2.C3120,Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)
"3,193,422",MDC1.C2.C3030,Frame wall & MEPFP In wall roughin
"3,193,423",MDC1.C2.C3090,Overhead MEPFP Rough-In
"3,193,453",MDC1.C2.C3190,OverHead MEPFP Rough-In
"3,193,454",MDC1.C2.C3240,Electrical surface mounted Rough-in Above AHU
"3,193,589",MDC1.C2.C3140,VFD'S Installation & Wiring
"3,193,503",MDC1.C2.C3010,Electrical Underground Rough-In
"3,193,509",MDC1.C2.C3270,Steel Support for OH Conductors & Cable Tray Installation
"3,193,512",MDC1.C2.C3380,Generator & Utility Power Test-Term
"3,193,513",MDC1.C2.C3430,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,652",MDC1.C2.C3450,Pull/term/Test PDU to Power bus
"3,193,517",MDC1.C2.C3070,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,521",MDC1.C2.C3150,Mechanical Equipment Piping Connections
"3,193,515",MDC1.C2.C3000,Mechanical/Plumbing Underground Rough-In
"3,193,524",MDC1.C2.C3180,Fire Alarm Installation
"3,193,525",MDC1.C2.C3440,Controls Installation
"3,193,590",MDC1.C2.C3390,Ligthing Installation
"3,193,592",MDC1.C2.C3250,AHU/DOAS Equipment Setting
"3,193,593",MDC1.C2.C3320,Hydronic Piping Installation
"3,193,595",MDC1.C2.C3400,Floor Drain System Installation
"3,193,596",MDC1.C2.C3410,Toilet Piping Installation / DW
"3,193,599",MDC1.C2.C3300,Controls Installation
"3,194,691",MDC1.C2.C3160,Fire Riser Installation
"3,193,598",MDC1.C2.C3200,Fire Alarm System
"3,193,649",MDC1.C2.C3290,PDU's Installation
"3,193,647",MDC1.C2.C3210,Cable Tray  Installation
"3,193,650",MDC1.C2.C3360,Pull / Term / Test Conductors ( MER to PDU)
"3,193,654",MDC1.C2.C3280,EPMS Pull Wire / Term / Test
"3,193,655",MDC1.C2.C3330,BMS Pull Wire / Term / Test
"3,193,651",MDC1.C2.C3420,Light Fixtures Installation
"3,193,659",MDC1.C2.C3370,Controls Installation
"3,193,658",MDC1.C2.C3220,Fire Alarm System
"3,194,368",MDC1.C2.Cx2100,Network Startup
"3,194,369",MDC1.C2.Cx2160,EPMS Checkout / Point to Point
"3,194,367",MDC1.C2.Cx2050,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,510",MDC1.C2.C3310,Assemble MER & Complete Shipping Split (SE)
"3,193,431",MDC1.C2.C2100,Hang drywall / Mud / Tape
"3,193,433",MDC1.C2.C2120,Datahall Finishes - Ceiling Grid
"3,193,464",MDC1.C2.C2300,Mechanical Corridor Finishes
"3,193,460",MDC1.C2.C2080,Frame & Top out
"3,193,532",MDC1.C2.C2030,Exterior Equipment Pads - Electrical
"3,193,542",MDC1.C2.C2090,Exterior Equipment Pads - Mechanical
"3,193,533",MDC1.C2.C2060,Set Exterior Electrical OFCI Equipment - GEN
"3,193,545",MDC1.C2.C2170,Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)
"3,193,429",MDC1.C2.C2040,Frame wall & MEPFP In wall roughin
"3,193,430",MDC1.C2.C2070,Overhead MEPFP Rough-In
"3,193,461",MDC1.C2.C2140,OverHead MEPFP Rough-In
"3,193,462",MDC1.C2.C2190,Electrical surface mounted Rough-in Above AHU
"3,193,602",MDC1.C2.C2130,VFD'S Installation & Wiring
"3,193,529",MDC1.C2.C2000,Electrical Underground Rough-In
"3,193,535",MDC1.C2.C2330,Steel Support for OH Conductors & Cable Tray Installation
"3,193,539",MDC1.C2.C2420,Generator & Utility Power Test-Term
"3,193,538",MDC1.C2.C2410,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,669",MDC1.C2.C2460,Pull/term/Test PDU to Power bus
"3,193,543",MDC1.C2.C2110,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,547",MDC1.C2.C2180,Mechanical Equipment Piping Connections
"3,193,541",MDC1.C2.C2050,Mechanical/Plumbing Underground Rough-In
"3,193,550",MDC1.C2.C2230,Fire Alarm Installation
"3,193,551",MDC1.C2.C2430,Controls Installation
"3,193,603",MDC1.C2.C2440,Ligthing Installation
"3,193,605",MDC1.C2.C2200,AHU/DOAS Equipment Setting
"3,193,606",MDC1.C2.C2250,Hydronic Piping Installation
"3,193,609",MDC1.C2.C2360,Floor Drain System Installation
"3,193,608",MDC1.C2.C2310,Toilet Piping Installation / DW
"3,193,612",MDC1.C2.C2320,Controls Installation
"3,194,690",MDC1.C2.C2150,Fire Riser Installation
"3,193,611",MDC1.C2.C2210,Fire Alarm System
"3,193,666",MDC1.C2.C2280,PDU's Installation
"3,193,664",MDC1.C2.C2220,Cable Tray  Installation
"3,193,667",MDC1.C2.C2380,Pull / Term / Test Conductors ( MER to PDU)
"3,193,671",MDC1.C2.C2270,EPMS Pull Wire / Term / Test
"3,193,672",MDC1.C2.C2350,BMS Pull Wire / Term / Test
"3,193,668",MDC1.C2.C2400,Light Fixtures Installation
"3,193,676",MDC1.C2.C2390,Controls Installation
"3,193,675",MDC1.C2.C2240,Fire Alarm System
"3,194,380",MDC1.C2.Cx2020,Network Startup
"3,194,381",MDC1.C2.Cx2060,EPMS Checkout / Point to Point
"3,194,379",MDC1.C2.Cx2000,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,536",MDC1.C2.C2340,Assemble MER & Complete Shipping Split (SE)
"3,193,438",MDC1.C2.C4090,Hang drywall / Mud / Tape
"3,193,440",MDC1.C2.C4110,Datahall Finishes - Ceiling Grid
"3,193,472",MDC1.C2.C4300,Mechanical Corridor Finishes
"3,193,468",MDC1.C2.C4080,Frame & Top out
"3,193,558",MDC1.C2.C4040,Exterior Equipment Pads - Electrical
"3,193,559",MDC1.C2.C4060,Set Exterior Electrical OFCI Equipment - GEN
"3,193,436",MDC1.C2.C4020,Frame wall & MEPFP In wall roughin
"3,193,437",MDC1.C2.C4070,Overhead MEPFP Rough-In
"3,193,469",MDC1.C2.C4150,OverHead MEPFP Rough-In
"3,193,470",MDC1.C2.C4180,Electrical surface mounted Rough-in Above AHU
"3,193,615",MDC1.C2.C4120,VFD'S Installation & Wiring
"3,193,555",MDC1.C2.C4000,Electrical Underground Rough-In
"3,193,561",MDC1.C2.C4250,Steel Support for OH Conductors & Cable Tray Installation
"3,193,564",MDC1.C2.C4370,Generator & Utility Power Test-Term
"3,193,565",MDC1.C2.C4380,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,686",MDC1.C2.C4390,Pull/term/Test PDU to Power bus
"3,193,567",MDC1.C2.C4050,Mechanical/Plumbing Underground Rough-In
"3,193,571",MDC1.C2.C4100,Fire Alarm Installation
"3,193,572",MDC1.C2.C4400,Controls Installation
"3,193,616",MDC1.C2.C4410,Ligthing Installation
"3,193,618",MDC1.C2.C4190,AHU/DOAS Equipment Setting
"3,193,619",MDC1.C2.C4270,Hydronic Piping Installation
"3,193,621",MDC1.C2.C4340,Floor Drain System Installation
"3,193,622",MDC1.C2.C4350,Toilet Piping Installation / DW
"3,193,625",MDC1.C2.C4260,Controls Installation
"3,194,692",MDC1.C2.C4130,Fire Riser Installation
"3,193,624",MDC1.C2.C4160,Fire Alarm System
"3,193,683",MDC1.C2.C4240,PDU's Installation
"3,193,681",MDC1.C2.C4170,Cable Tray  Installation
"3,193,684",MDC1.C2.C4320,Pull / Term / Test Conductors ( MER to PDU)
"3,193,688",MDC1.C2.C4230,EPMS Pull Wire / Term / Test
"3,193,689",MDC1.C2.C4290,BMS Pull Wire / Term / Test
"3,193,685",MDC1.C2.C4360,Light Fixtures Installation
"3,193,693",MDC1.C2.C4330,Controls Installation
"3,193,692",MDC1.C2.C4200,Fire Alarm System
"3,194,392",MDC1.C2.Cx2070,Network Startup
"3,194,393",MDC1.C2.Cx2140,EPMS Checkout / Point to Point
"3,194,391",MDC1.C2.Cx2030,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,194,402",MDC1.C2.Cx3040,Level 3 Cx- COLO-2
"3,194,401",MDC1.C2.Cx3030,Load Bank & IR Scan
"3,193,562",MDC1.C2.C4280,Assemble MER & Complete Shipping Split (SE)
"3,194,407",MDC1.C2.Cx4010,COLO 2 Level 4 & Level 5 IST
"3,193,700",MDC1.C3.C1220,Hang drywall / Mud / Tape
"3,193,702",MDC1.C3.C1260,Datahall Finishes
"3,193,731",MDC1.C3.C1250,Mechanical Corridor Finishes
"3,193,727",MDC1.C3.C1030,Frame & Top out
"3,193,763",MDC1.C3.C1050,Exterior Equipment Pads - Electrical
"3,193,773",MDC1.C3.C1060,Exterior Equipment Pads - Mechanical
"3,193,764",MDC1.C3.C1110,Set Exterior Electrical OFCI Equipment - GEN
"3,193,776",MDC1.C3.C1160,Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)
"3,193,698",MDC1.C3.C1090,Frame wall & MEPFP In wall roughin
"3,193,699",MDC1.C3.C1210,Overhead MEPFP Rough-In
"3,193,728",MDC1.C3.C1070,OverHead MEPFP Rough-In
"3,193,729",MDC1.C3.C1120,Electrical surface mounted Rough-in Above AHU
"3,193,858",MDC1.C3.C1130,VFD'S Installation & Wiring
"3,193,760",MDC1.C3.C1010,Electrical Underground Rough-In
"3,193,766",MDC1.C3.C1240,Steel Support for OH Conductors & Cable Tray Installation
"3,193,770",MDC1.C3.C1380,Generator & Utility Power Test-Term
"3,193,769",MDC1.C3.C1360,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,916",MDC1.C3.C1420,Pull/term/Test PDU to Power bus
"3,193,774",MDC1.C3.C1100,Steel Supports for Exterior Mechanical Equipment (Fluid Cooler Steel & Pipe Steel Supports)
"3,193,778",MDC1.C3.C1170,Mechanical Equipment Piping Connections
"3,193,772",MDC1.C3.C1000,Mechanical/Plumbing Underground Rough-In
"3,193,781",MDC1.C3.C1200,Fire Alarm Installation
"3,193,782",MDC1.C3.C1400,Controls Installation
"3,193,859",MDC1.C3.C1330,Ligthing Installation
"3,193,861",MDC1.C3.C1140,AHU/DOAS Equipment Setting
"3,193,862",MDC1.C3.C1180,Hydronic Piping Installation
"3,193,864",MDC1.C3.C1290,Floor Drain System Installation
"3,193,865",MDC1.C3.C1300,Toilet Piping Installation / DW
"3,193,869",MDC1.C3.C1190,Controls Installation
"3,193,867",MDC1.C3.C1080,Fire Riser Installation
"3,193,868",MDC1.C3.C1150,Fire Alarm System
"3,193,915",MDC1.C3.C1390,PDU's Installation
"3,193,913",MDC1.C3.C1310,Cable Tray  Installation
"3,193,917",MDC1.C3.C1430,Pull / Term / Test Conductors ( MER to PDU)
"3,193,920",MDC1.C3.C1370,EPMS Pull Wire / Term / Test
"3,193,921",MDC1.C3.C1410,BMS Pull Wire / Term / Test
"3,193,918",MDC1.C3.C1450,Light Fixtures Installation
"3,193,925",MDC1.C3.C1440,Controls Installation
"3,193,924",MDC1.C3.C1340,Fire Alarm System
"3,194,421",MDC1.C3.Cx2020,Network Startup
"3,194,422",MDC1.C3.Cx2060,EPMS Checkout / Point to Point
"3,194,420",MDC1.C3.Cx2000,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,767",MDC1.C3.C1280,Assemble MER & Complete Shipping Split (SE)
"3,193,707",MDC1.C3.C3190,Hang drywall / Mud / Tape
"3,193,709",MDC1.C3.C3240,Datahall Finishes
"3,193,739",MDC1.C3.C3160,Mechanical Corridor Finishes
"3,193,735",MDC1.C3.C3030,Frame & Top out
"3,193,789",MDC1.C3.C3050,Exterior Equipment Pads - Electrical
"3,193,790",MDC1.C3.C3080,Set Exterior Electrical OFCI Equipment - GEN
"3,193,705",MDC1.C3.C3060,Frame wall & MEPFP In wall roughin
"3,193,706",MDC1.C3.C3180,Overhead MEPFP Rough-In
"3,193,736",MDC1.C3.C3090,OverHead MEPFP Rough-In
"3,193,737",MDC1.C3.C3120,Electrical surface mounted Rough-in Above AHU
"3,193,872",MDC1.C3.C3130,VFD'S Installation & Wiring
"3,193,786",MDC1.C3.C3010,Electrical Underground Rough-In
"3,193,792",MDC1.C3.C3230,Steel Support for OH Conductors & Cable Tray Installation
"3,193,795",MDC1.C3.C3330,Generator & Utility Power Test-Term
"3,193,796",MDC1.C3.C3350,Electrical Feeders to Mechanical Equipment Pull-Test-Term
"3,193,933",MDC1.C3.C3380,Pull/term/Test PDU to Power bus
"3,193,798",MDC1.C3.C3000,Mechanical/Plumbing Underground Rough-In
"3,193,802",MDC1.C3.C3110,Fire Alarm Installation
"3,193,803",MDC1.C3.C3370,Controls Installation
"3,193,873",MDC1.C3.C3290,Ligthing Installation
"3,193,875",MDC1.C3.C3140,AHU/DOAS Equipment Setting
"3,193,876",MDC1.C3.C3150,Hydronic Piping Installation
"3,193,878",MDC1.C3.C3210,Floor Drain System Installation
"3,193,879",MDC1.C3.C3220,Toilet Piping Installation / DW
"3,193,882",MDC1.C3.C3170,Controls Installation
"3,194,694",MDC1.C3.C3070,Fire Riser Installation
"3,193,881",MDC1.C3.C3100,Fire Alarm System
"3,193,932",MDC1.C3.C3340,PDU's Installation
"3,193,930",MDC1.C3.C3270,Cable Tray  Installation
"3,193,934",MDC1.C3.C3390,Pull / Term / Test Conductors ( MER to PDU)
"3,193,937",MDC1.C3.C3320,EPMS Pull Wire / Term / Test
"3,193,938",MDC1.C3.C3360,BMS Pull Wire / Term / Test
"3,193,935",MDC1.C3.C3410,Light Fixtures Installation
"3,193,942",MDC1.C3.C3400,Controls Installation
"3,193,941",MDC1.C3.C3300,Fire Alarm System
"3,194,433",MDC1.C3.Cx2080,Network Startup
"3,194,434",MDC1.C3.Cx2140,EPMS Checkout / Point to Point
"3,194,432",MDC1.C3.Cx2030,Electrical Equipment Yellow Tagging (Field Terminated equipment)
"3,193,793",MDC1.C3.C3260,Assemble MER & Complete Shipping Split (SE)
"3,193,714",MDC1.C3.C2250,Hang drywall / Mud / Tape
"3,193,716",MDC1.C3.C2270,Datahall Finishes
"3,193,747",MDC1.C3.C2200,Mechanical Corridor Finishes
"3,193,743",MDC1.C3.C2030,Frame & Top out
"3,193,810",MDC1.C3.C2050,Exterior Equipment Pads - Electrical
"3,193,820",MDC1.C3.C2060,Exterior Equipment Pads - Mechanical
"3,193,811",MDC1.C3.C2110,Set Exterior Electrical OFCI Equipment - GEN
"3,193,823",MDC1.C3.C2160,Set Exterior Mechanical OFCI Equipment (FC / WTE / Pumps)
"3,193,712",MDC1.C3.C2090,Frame wall & MEPFP In wall roughin
"3,193,713",MDC1.C3.C2240,Overhead MEPFP Rough-In
"3,193,744",MDC1.C3.C2070,OverHead MEPFP Rough-In
"3,193,745",MDC1.C3.C2120,Electrical surface mounted Rough-in Above AHU
"3,193,885",MDC1.C3.C2130,VFD'S Installation & Wiring
"3,193,807",MDC1.C3.C2000,Electrical Underground Rough-In
"3,193,813",MDC1.C3.C2290,Steel Support for OH Conductors & Cable Tray Installation
